title,movie_id,avg_user_rating,popularity,positive_count,neutral_count,negative_count,total_reviews,genre_utama,ringkasan_film,positive_percentage,neutral_percentage,negative_percentage,rating_norm,popularity_norm,sentiment_norm,final_score
Cars,920.0,6.913043478260869,18.907948,15,7,1,23,Animation,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",65.22,30.43,4.35,0.38627854420346064,0.034535802991719836,0.6174238257617425,0.38527358042859705
I Robot,2048.0,6.9,14.43075,13,7,0,20,Action,"Pada tahun 2035, ketika robot adalah hal biasa dan mematuhi tiga hukum robotika, seorang polisi yang fobia teknologi menyelidiki sebuah kasus bunuh diri.Mencurigai bahwa robot mungkin bertanggung jawab atas kematian tersebut, penyelidikannya membuat dia percaya bahwa umat manusia mungkin berada dalam bahaya.",65.0,35.0,0.0,0.38324282389449205,0.0263580976117959,0.6150038499615005,0.3813941864580553
The Martian,286217.0,6.987878787878787,25.62993,20,8,5,33,Drama,"Selama misi berawak ke Mars, Astronot Mark Watney dianggap tewas setelah badai dahsyat dan ditinggalkan oleh krunya.Tapi Watney selamat dan mendapati dirinya terdampar dan sendirian di planet yang bermusuhan ini.Dengan persediaan yang sedikit, ia harus memanfaatkan kecerdikan, kecerdasan, dan semangatnya untuk bertahan hidup dan menemukan cara untuk memberi sinyal kepada Bumi bahwa ia masih hidup.",60.61,24.24,15.15,0.4036956061781507,0.04681365810671629,0.5667143328566715,0.38122483456742007
Shutter Island,11324.0,7.018181818181818,15.813629000000002,20,8,5,33,Drama,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",60.61,24.24,15.15,0.41074828972424005,0.02888395799100715,0.5667143328566715,0.3811652363173229
Logan,263115.0,6.975757575757576,54.581997,19,9,5,33,Action,"Dalam waktu dekat, Logan yang lelah merawat Profesor X yang sakit di tempat persembunyian di perbatasan Meksiko.Namun upaya Logan untuk bersembunyi dari dunia dan warisannya terhenti ketika seorang mutan muda tiba, dikejar oleh kekuatan gelap.",57.58,27.27,15.15,0.4008745327597152,0.09969527604405529,0.5333846661533385,0.3803917214346702
Skyfall,37724.0,6.987878787878787,20.309585,20,7,6,33,Action,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",60.61,21.21,18.18,0.4036956061781507,0.03709592529044338,0.5667143328566715,0.3792812880041655
The Hunger Games,70160.0,6.987878787878787,20.031667,20,8,5,33,Science Fiction,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",60.61,24.24,15.15,0.4036956061781507,0.03658830165535337,0.5667143328566715,0.3791797632771475
Toy Story,862.0,6.981818181818182,21.946943,20,9,4,33,Animation,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",60.61,27.27,12.12,0.40228506946893305,0.04008659743080025,0.5667143328566715,0.379174154077628
Batman Begins,272.0,6.954545454545454,28.505341,20,7,6,33,Action,"Didorong oleh tragedi, miliarder Bruce Wayne mendedikasikan hidupnya untuk mengungkap dan memberantas korupsi yang melanda rumahnya, Gotham City.Tidak dapat bekerja dalam sistem, ia malah menciptakan identitas baru, simbol ketakutan terhadap dunia kriminal – The Batman.",60.61,21.21,18.18,0.39593765427745264,0.05206566259796114,0.5667143328566715,0.37839625951532
Sherlock Holmes: A Game of Shadows,58574.0,6.826086956521739,18.695329,15,7,1,23,Adventure,"Ada dalang kriminal baru (Profesor Moriarty) dan dia tidak hanya memiliki intelektual yang setara dengan Holmes, tetapi kemampuannya untuk melakukan kejahatan dan kurangnya hati nurani dapat memberinya keunggulan dibandingkan detektif tersebut.",65.22,30.43,4.35,0.36604040881033506,0.03414744948576052,0.6174238257617425,0.3750768420308424
Ex Machina,264660.0,7.021212121212121,14.14078,19,9,5,33,Drama,"Caleb, seorang pembuat kode berusia 26 tahun di perusahaan internet terbesar di dunia, memenangkan kompetisi untuk menghabiskan seminggu di tempat peristirahatan pribadi di pegunungan milik Nathan, CEO perusahaan yang penyendiri.Tapi ketika Caleb tiba di lokasi terpencil, dia menyadari bahwa dia harus berpartisipasi dalam eksperimen aneh dan menarik di mana dia harus berinteraksi dengan kecerdasan buatan pertama di dunia, yang bertempat di tubuh seorang gadis robot cantik.",57.58,27.27,15.15,0.411453558078849,0.025828460720817088,0.5333846661533385,0.37090787102958944
The Wolverine,76170.0,6.956521739130435,3.918287,14,8,1,23,Action,"Wolverine menghadapi musuh bebuyutannya - dan ujian terhadap batas fisik, emosional, dan fana - dalam perjalanan yang mengubah hidup ke Jepang modern.",60.87,34.78,4.35,0.39639761190002365,0.007156841551342163,0.5695743042569574,0.3705024655373675
The Hobbit: The Desolation of Smaug,57158.0,6.756521739130435,20.644776,15,5,3,23,Adventure,"Para Kurcaci, Bilbo dan Gandalf telah berhasil melarikan diri dari Pegunungan Berkabut, dan Bilbo telah mendapatkan Cincin Utama.Mereka semua melanjutkan perjalanan untuk mendapatkan emas mereka kembali dari Naga, Smaug.",65.22,21.74,13.04,0.34984990049583464,0.0377081593806047,0.6174238257617425,0.36769372985256105
The Incredibles,9806.0,6.954545454545454,22.220214,19,8,6,33,Action,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",57.58,24.24,18.18,0.39593765427745264,0.040585733213242124,0.5333846661533385,0.36610137362737627
Star Wars: The Force Awakens,140607.0,6.83030303030303,31.626013,20,7,6,33,Action,"Tiga puluh tahun setelah mengalahkan Kekaisaran Galaksi, Han Solo dan sekutunya menghadapi ancaman baru dari Kylo Ren yang jahat dan pasukan Stormtroopersnya.",60.61,21.21,18.18,0.36702165173848655,0.057765641960807725,0.5667143328566715,0.3650782541184063
The Hunger Games: Catching Fire,101299.0,6.884375,25.309139,19,8,5,32,Adventure,"Katniss Everdeen telah kembali ke rumah dengan selamat setelah memenangkan Hunger Games Tahunan ke-74 bersama dengan sesama peserta Peeta Mellark.Menang berarti mereka harus berbalik dan meninggalkan keluarga dan teman dekat mereka, memulai ""Tur Victor"" di distrik-distrik.Katniss merasakan bahwa pemberontakan sedang terjadi, namun Capitol masih memegang kendali saat Presiden Snow mempersiapkan Hunger Games Tahunan ke-75 (The Quarter Quell) - sebuah kompetisi yang dapat mengubah Panem selamanya.",59.38,25.0,15.62,0.3796062839410397,0.04622772594858274,0.5531844681553185,0.3650040276068319
American Sniper,190859.0,6.804347826086956,19.228561,14,7,2,23,War,"US Navy SEAL Chris Kyle menjalankan satu-satunya misinya—melindungi rekan-rekannya—dengan sepenuh hati dan menjadi salah satu penembak jitu paling mematikan dalam sejarah Amerika.Akurasinya yang tepat tidak hanya menyelamatkan nyawa yang tak terhitung jumlahnya tetapi juga menjadikannya sasaran utama para pemberontak.Meskipun menghadapi bahaya besar dan perjuangannya untuk menjadi suami dan ayah yang baik bagi keluarganya di Amerika, Kyle menjalani empat kali tugas di Irak.Namun, ketika dia akhirnya kembali ke rumah, dia menyadari bahwa dia tidak bisa meninggalkan perang.",60.87,30.43,8.7,0.36098087496205356,0.03512141002874915,0.5695743042569574,0.35838701076386387
????????,129.0,7.5,41.048867,1,1,1,3,Fantasy,Seorang gadis berusia sepuluh tahun yang mengembara jauh dari orang tuanya di sepanjang jalan yang mengarah ke dunia yang dikuasai oleh binatang aneh dan tidak biasa seperti monster.Orang tuanya telah diubah menjadi babi bersama dengan orang lain di dalam pemandian yang penuh dengan makhluk-makhluk ini.Akankah dia melihat dunia seperti dulu?,33.33,33.33,33.33,0.5228859581070597,0.07497670205911872,0.26663733362666375,0.3564295195533527
John Wick,245891.0,6.618181818181818,183.870374,16,11,6,33,Action,Mantan orang gila John Wick keluar dari pengobatannya untuk melacak batasan yang membunuh anjingnya dan melarikan diri demi harga dirinya.,48.48,33.33,18.18,0.3176528669158616,0.335843477699317,0.4332856671433286,0.35598082914079276
Kingsman: The Secret Service,207703.0,6.848484848484849,28.224212,19,8,6,33,Crime,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,57.58,24.24,18.18,0.37125326186614016,0.051552173997333556,0.5333846661533385,0.3559524655785383
Beauty and the Beast,321612.0,6.40625,287.253654,14,12,6,32,Family,Adaptasi live-action dari kisah klasik 'Beauty and the Beast' versi Disney tentang seorang pangeran terkutuk dan seorang wanita muda cantik yang membantunya memecahkan mantranya.,43.75,37.5,18.75,0.2683281613653996,0.5246754223777035,0.38125618743812567,0.3534760213896782
X-Men: Days of Future Past,127585.0,6.85625,26.058586,18,10,4,32,Action,Ansambel X-Men yang terhebat berperang demi kelangsungan hidup spesies dalam dua periode waktu saat mereka bergabung dengan generasi muda mereka dalam pertempuran epik yang harus mengubah masa lalu – untuk menyelamatkan masa depan kita.,56.25,31.25,12.5,0.3730605120248256,0.0475966081744454,0.5187548124518755,0.3516760213828645
The Hobbit: An Unexpected Journey,49051.0,6.739393939393939,23.253089,20,7,6,33,Adventure,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",60.61,21.21,18.18,0.34586360110021874,0.04247230321624153,0.5667143328566715,0.35144056105035915
Despicable Me 2,93456.0,6.6521739130434785,24.82355,14,8,1,23,Animation,Gru direkrut oleh Liga Anti-Penjahat untuk membantu menghadapi penjahat super baru yang kuat.,60.87,34.78,4.35,0.32556413802408346,0.045340786443621856,0.5695743042569574,0.3427225175778533
Monsters University,62211.0,6.71875,16.267502,19,12,1,32,Animation,Sekilas tentang hubungan antara Mike dan Sulley selama mereka berada di Monsters University — ketika mereka belum tentu menjadi sahabat terbaik.,59.38,37.5,3.12,0.3410589604344454,0.029712967490676853,0.5531844681553185,0.3424274141619536
Despicable Me,20352.0,6.836363636363636,22.274502,18,10,5,33,Animation,"Gru yang jahat memenuhi reputasinya sebagai pria yang tercela, menyedihkan, dan benar-benar tidak disukai ketika dia menyusun rencana untuk mencuri bulan dari langit.Namun dia mengalami kesulitan untuk tetap menjalankan tugasnya setelah tiga anak yatim piatu dirawatnya.",54.55,30.3,15.15,0.3684321884477044,0.04068489149698684,0.5000549994500055,0.3423695723582512
Rogue One: A Star Wars Story,330459.0,6.797916666666667,36.567575,26,12,10,48,Action,Sekelompok pejuang perlawanan bersatu dalam misi mencuri rencana Death Star dan membawa harapan baru ke galaksi.,54.17,25.0,20.83,0.35948409619860366,0.06679151889379743,0.4958750412495876,0.34186286425293755
Harry Potter and the Goblet of Fire,674.0,6.806060606060606,24.903058,18,10,5,33,Adventure,"Harry memulai tahun keempatnya di Hogwarts, berkompetisi dalam Turnamen Triwizard yang berbahaya dan menghadapi Lord Voldemort yang jahat.Ron dan Hermione membantu Harry mengatasi tekanan tersebut – namun Voldemort mengintai, menunggu kesempatannya untuk menghancurkan Harry dan semua yang dia perjuangkan.",54.55,30.3,15.15,0.3613795049016151,0.04548600963887634,0.5000549994500055,0.33980345421358443
Harry Potter and the Chamber of Secrets,672.0,6.787878787878788,29.741452,18,11,4,33,Adventure,"Mengabaikan ancaman terhadap hidupnya, Harry kembali ke Hogwarts untuk menyelidiki – dibantu oleh Ron dan Hermione – serangkaian serangan misterius.",54.55,33.33,12.12,0.3571478947739617,0.05432344784107148,0.5000549994500055,0.3394551367901968
Minions,211672.0,5.952173913043478,547.488298,6,9,8,23,Lainnya,"Minion Stuart, Kevin, dan Bob direkrut oleh Scarlet Overkill, seorang penjahat super yang, bersama suaminya yang penemu, Herb, menyusun rencana untuk mengambil alih dunia.",26.09,39.13,34.78,0.16264714810942094,1.0,0.18699813001869986,0.3374230130603204
Frozen,109445.0,6.781818181818182,24.248243,18,10,5,33,Animation,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",54.55,30.3,15.15,0.3557373580647438,0.04428997494298956,0.5000549994500055,0.33674317385597147
Kill Bill: Vol. 1,24.0,6.7125,25.261865,18,7,7,32,Action,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",56.25,21.88,21.88,0.33960434445306453,0.046141378897563215,0.5187548124518755,0.33465689174160757
Ant-Man,102899.0,6.724242424242425,26.882388,18,10,5,33,Science Fiction,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",54.55,30.3,15.15,0.3423372593271743,0.04910130152224733,0.5000549994500055,0.3310053898030383
Jurassic World,135397.0,6.606060606060606,32.790475,19,8,6,33,Action,"Dua puluh dua tahun setelah peristiwa Jurassic Park, Isla Nublar kini menampilkan taman hiburan dinosaurus yang berfungsi penuh, Jurassic World, seperti yang awalnya dibayangkan oleh John Hammond.",57.58,24.24,18.18,0.31483179349742607,0.059892558653372355,0.5333846661533385,0.3294098083253891
Avengers: Age of Ultron,99861.0,6.703125,37.37942,17,10,5,32,Action,"Ketika Tony Stark mencoba untuk memulai program penjaga perdamaian yang tidak aktif, segalanya menjadi kacau dan para Pahlawan Terkuat di Bumi menghadapi ujian akhir karena nasib planet ini berada di ujung tanduk.Saat Ultron yang jahat muncul, The Avengers harus menghentikan dia menjalankan rencana buruknya, dan aliansi yang tidak mudah serta tindakan tak terduga segera membuka jalan bagi petualangan global yang epik dan unik.",53.12,31.25,15.62,0.33742242048099325,0.06827437250540103,0.4843251567484326,0.32766363176610663
Gravity,49047.0,6.806060606060606,18.50194,17,10,6,33,Science Fiction,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",51.52,30.3,18.18,0.3613795049016151,0.03379422001819663,0.4667253327466726,0.32746619627844864
Zootopia,269149.0,6.734375,26.024868,17,9,6,32,Animation,"Bertekad untuk membuktikan dirinya, Petugas Judy Hopps, kelinci pertama di kepolisian Zootopia, mengambil kesempatan untuk memecahkan kasus pertamanya - bahkan jika itu berarti bermitra dengan penipu Nick Wilde untuk memecahkan misteri tersebut.",53.12,28.12,18.75,0.34469550038789776,0.04753502146999314,0.4843251567484326,0.3271523015124773
Brave,62177.0,6.6695652173913045,15.876341,13,7,3,23,Animation,"Brave berlatarkan Dataran Tinggi Skotlandia yang mistis, di mana Mérida adalah putri kerajaan yang diperintah oleh Raja Fergus dan Ratu Elinor.Seorang putri nakal dan pemanah ulung, Mérida suatu hari menentang adat suci di negeri itu dan secara tidak sengaja membawa kekacauan ke kerajaan.Dalam upaya untuk memperbaiki keadaan, Mérida mencari Wanita Bijaksana tua yang eksentrik dan keinginan naasnya dikabulkan.Yang juga terlibat dalam pencarian Mérida – dan menjadi pelawak – adalah tiga penguasa kerajaan: Lord MacGuffin yang sangat besar, Lord Macintosh yang pemarah, dan Lord Dingwall yang tidak menyenangkan.",56.52,30.43,13.04,0.3296117651027086,0.028998502904988118,0.5217247827521726,0.3271230179580037
The Revenant,281957.0,6.778787878787878,23.501228,17,10,6,33,Lainnya,"Pada tahun 1820-an, seorang penjaga perbatasan, Hugh Glass, memulai jalur balas dendam terhadap orang-orang yang membiarkannya mati setelah dianiaya oleh beruang.",51.52,30.3,18.18,0.35503208971013467,0.042925534821202704,0.4667253327466726,0.3261187516433096
Harry Potter and the Order of the Phoenix,675.0,6.644117647058824,25.062350176470588,19,8,7,34,Adventure,"Sekembalinya untuk tahun kelima studinya di Hogwarts, Harry terkejut saat mengetahui bahwa peringatannya tentang kembalinya Lord Voldemort telah diabaikan.Karena tidak punya pilihan, Harry mengambil tindakan sendiri, melatih sekelompok kecil siswa – yang dijuluki 'Tentara Dumbledore' – untuk mempertahankan diri melawan ilmu hitam.",55.88,23.53,20.59,0.32368913430383817,0.04577696047207677,0.5146848531514686,0.325405415191775
Doctor Strange,284052.0,6.734375,43.847654,16,11,5,32,Action,"Setelah kariernya hancur, seorang ahli bedah yang brilian namun arogan mendapat kesempatan hidup baru ketika seorang penyihir membawanya ke bawah pengawasannya dan melatihnya untuk membela dunia dari kejahatan.",50.0,34.38,15.62,0.34469550038789776,0.08008875104760686,0.4500054999450006,0.32336715038697045
Fantastic Beasts and Where to Find Them,259316.0,6.684848484848485,41.051421,17,10,6,33,Adventure,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",51.52,30.3,18.18,0.3331687707172579,0.07498136699900752,0.4667253327466726,0.32159825858243224
"Monsters, Inc.",585.0,6.642424242424242,26.419962,18,10,5,33,Animation,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",54.55,30.3,15.15,0.32329501375273284,0.04825666977086696,0.5000549994500055,0.32131534066554146
Harry Potter and the Half-Blood Prince,767.0,6.733333333333333,19.083723,17,10,6,33,Adventure,"Ketika Harry memulai tahun keenamnya di Hogwarts, dia menemukan sebuah buku tua bertanda 'Properti Pangeran Berdarah-Campuran', dan mulai belajar lebih banyak tentang masa lalu kelam Lord Voldemort.",51.52,30.3,18.18,0.3444530643910009,0.03485686008214919,0.4667253327466726,0.319215504035932
The Amazing Spider-Man,1930.0,6.703125,31.102267,16,11,5,32,Action,"Peter Parker adalah seorang siswa sekolah menengah yang diasingkan dan ditinggalkan oleh orang tuanya saat masih kecil, meninggalkan dia untuk dibesarkan oleh Paman Ben dan Bibi May.Seperti kebanyakan remaja, Peter mencoba mencari tahu siapa dirinya dan bagaimana dia bisa menjadi seperti sekarang ini.Saat Peter menemukan tas kerja misterius milik ayahnya, dia memulai pencarian untuk memahami hilangnya orang tuanya – membawanya langsung ke Oscorp dan laboratorium Dr. Curt Connors, mantan rekan ayahnya.Saat Spider-Man berada di jalur yang bertabrakan dengan alter ego Connors, The Lizard, Peter akan membuat pilihan yang mengubah hidup untuk menggunakan kekuatannya dan membentuk takdirnya untuk menjadi pahlawan.",50.0,34.38,15.62,0.33742242048099325,0.05680900781554239,0.4500054999450006,0.31507466178710525
X-Men: First Class,49538.0,6.739393939393939,0.738633,17,10,6,33,Action,"Sebelum Charles Xavier dan Erik Lensherr mengambil nama Profesor X dan Magneto, mereka adalah dua pemuda yang pertama kali menemukan kekuatan mereka.Sebelum mereka menjadi musuh bebuyutan, mereka adalah teman terdekat, bekerja sama dengan mutan lain (sebagian familiar, sebagian baru), untuk menghentikan ancaman terbesar yang pernah ada di dunia.",51.52,30.3,18.18,0.34586360110021874,0.0013491302055190228,0.4667253327466726,0.31321922641521494
Spider-Man,557.0,6.642424242424242,29.413341,17,10,6,33,Fantasy,"Setelah digigit laba-laba yang diubah secara genetik, siswa sekolah menengah kutu buku Peter Parker diberkahi dengan kekuatan luar biasa.",51.52,30.3,18.18,0.32329501375273284,0.05372414553415716,0.4667253327466726,0.3124099358071996
The Hobbit: The Battle of the Five Armies,122917.0,6.621212121212121,31.718977000000002,17,10,6,33,Action,"Segera setelah peristiwa The Desolation of Smaug, Bilbo dan para kurcaci mencoba mempertahankan gunung harta karun Erebor dari orang lain yang mengklaimnya: orang-orang dari Laketown yang hancur dan para elf dari Mirkwood.Sementara itu pasukan Orc yang dipimpin oleh Azog the Defiler bergerak menuju Erebor, didorong oleh kebangkitan penguasa kegelapan Sauron.Kurcaci, elf, dan manusia harus bersatu, dan harapan akan Dunia Tengah jatuh ke tangan Bilbo.",51.52,30.3,18.18,0.3183581352704705,0.057935442850323725,0.4667253327466726,0.31078375602930175
Pirates of the Caribbean: Dead Man's Chest,58.0,6.624242424242424,29.455314,17,10,6,33,Adventure,"Kapten Jack Sparrow berusaha keluar dari hutang darahnya dengan si hantu Davey Jones, dia juga berusaha menghindari kutukan abadi.",51.52,30.3,18.18,0.31906340362507946,0.05380081018644896,0.4667253327466726,0.3103094636738313
The Maze Runner,198663.0,6.5606060606060606,76.93789,16,11,6,33,Action,"Bertempat di dunia pasca-apokaliptik, Thomas muda disimpan dalam komunitas anak laki-laki setelah ingatannya terhapus, segera mengetahui bahwa mereka semua terjebak dalam labirin yang mengharuskan dia untuk bergabung dengan sesama ""pelari"" untuk mencoba melarikan diri.",48.48,33.33,18.18,0.30425276817829205,0.14052883007921385,0.4332856671433286,0.31021785024798737
Edge of Tomorrow,137113.0,6.606060606060606,31.982986000000004,17,10,6,33,Action,"Mayor Bill Cage adalah seorang perwira yang belum pernah melihat satu hari pun pertempuran ketika dia diturunkan pangkatnya begitu saja dan dimasukkan ke dalam pertempuran.Cage terbunuh dalam beberapa menit, berhasil membawa alien alfa bersamanya.Dia terbangun kembali di awal hari yang sama dan dipaksa untuk bertarung dan mati lagi... dan lagi - karena kontak fisik dengan alien telah melemparkannya ke dalam lingkaran waktu.",51.52,30.3,18.18,0.31483179349742607,0.05841766137620718,0.4667253327466726,0.3091170288479562
Harry Potter and the Deathly Hallows: Part 1,12444.0,6.618181818181818,23.300362,17,10,6,33,Adventure,"Harry, Ron dan Hermione meninggalkan tahun terakhir mereka di Hogwarts untuk menemukan dan menghancurkan Horcrux yang tersisa, mengakhiri upaya Voldemort untuk mendapatkan keabadian.Tapi dengan kematian Dumbledore yang dicintai Harry dan para Pelahap Maut Voldemort yang tidak bermoral berkeliaran, dunia menjadi lebih berbahaya dari sebelumnya.",51.52,30.3,18.18,0.3176528669158616,0.042558648440738,0.4667253327466726,0.30735576297008016
Jurassic Park,329.0,6.5875,8.863776,17,9,6,32,Adventure,"Seorang pengusaha kaya diam-diam menciptakan sebuah taman hiburan yang menampilkan dinosaurus hidup yang diambil dari DNA prasejarah.Sebelum hari pembukaan, ia mengundang tim ahli dan dua cucunya yang bersemangat untuk menjelajahi taman tersebut dan membantu menenangkan investor yang cemas.Namun, taman itu sama sekali tidak lucu karena sistem keamanan tidak berfungsi dan dinosaurus melarikan diri.",53.12,28.12,18.75,0.31051202482544626,0.01618989124037862,0.4843251567484326,0.3037915376853286
300.0,1271.0,6.546666666666667,18.108408,16,8,6,30,Action,"Berdasarkan novel grafis Frank Miller, ""300"" secara longgar didasarkan pada tahun 480 SM.Pertempuran Thermopylae, dimana Raja Sparta memimpin pasukannya melawan serangan Persia;Pertempuran ini dikatakan telah menginspirasi seluruh Yunani untuk bersatu melawan Persia, dan membantu mewujudkan demokrasi pertama di dunia.",53.33,26.67,20.0,0.3010085337470909,0.0330754247463386,0.4866351336486635,0.3031098919174122
Now You See Me,75656.0,6.663636363636364,17.852022,16,11,6,33,Thriller,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,48.48,33.33,18.18,0.3282318922349956,0.032607129805722355,0.4332856671433286,0.30062307222164086
World War Z,72190.0,6.536363636363636,26.114917,17,10,6,33,Action,"Kehidupan mantan penyelidik PBB Gerry Lane dan keluarganya tampak bahagia.Tiba-tiba, dunia dilanda infeksi misterius yang mengubah seluruh populasi manusia menjadi zombie tak berakal yang mengamuk.Setelah nyaris lolos dari kekacauan, Lane dibujuk untuk menjalankan misi menyelidiki penyakit ini.Berikut ini adalah perjalanan berbahaya keliling dunia di mana Lane harus berani menghadapi bahaya mengerikan dan rintangan panjang untuk menemukan jawaban sebelum peradaban manusia runtuh.",51.52,30.3,18.18,0.2986106213414206,0.04769949804479657,0.4667253327466726,0.29886281010367133
Life of Pi,87827.0,6.590625,14.045042,16,10,6,32,Adventure,"Kisah seorang anak laki-laki India bernama Pi, putra seorang penjaga kebun binatang yang mendapati dirinya ditemani seekor hyena, zebra, orangutan, dan harimau Bengal setelah kapal karam membuat mereka terapung di Samudra Pasifik.",50.0,31.25,18.75,0.3112393328161367,0.02565359305633963,0.4500054999450006,0.2957520350028364
Maleficent,102651.0,6.5,19.467404,12,6,5,23,Fantasy,"Kisah tak terhitung penjahat paling ikonik Disney dari film klasik 'Sleeping Beauty' tahun 1959.Seorang wanita muda yang cantik dan berhati murni, Maleficent memiliki kehidupan indah yang tumbuh di kerajaan hutan yang damai, hingga suatu hari ketika tentara penyerang mengancam keharmonisan negeri tersebut.Maleficent menjadi pelindung paling kejam di negeri itu, tetapi dia akhirnya mengalami pengkhianatan yang kejam – sebuah tindakan yang mulai mengubah hatinya menjadi batu.Bertekad membalas dendam, Maleficent menghadapi pertempuran epik dengan penerus Raja yang menyerang dan, sebagai hasilnya, mengutuk bayinya yang baru lahir, Aurora.Seiring pertumbuhan anak tersebut, Maleficent menyadari bahwa Aurora memegang kunci perdamaian di kerajaan - dan juga kebahagiaan sejati Maleficent.",52.17,26.09,21.74,0.29014740108611337,0.03555766227536794,0.47387526124738755,0.2943478113723465
Arrival,329865.0,6.675,30.83786,14,12,6,32,Thriller,"Bertempat setelah pesawat alien mendarat di seluruh dunia, seorang ahli bahasa direkrut oleh militer untuk menentukan apakah mereka datang dengan damai atau merupakan ancaman.",43.75,37.5,18.75,0.33087664856477894,0.05632606233348206,0.38125618743812567,0.2910803929805236
Captain America: The First Avenger,1771.0,6.554545454545455,19.323582,16,11,6,33,Action,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",48.48,33.33,18.18,0.3028422314690742,0.03529496807619439,0.4332856671433286,0.28846580949277456
Finding Dory,127380.0,6.46969696969697,14.477677,17,11,5,33,Adventure,Dory bertemu kembali dengan teman-temannya Nemo dan Marlin untuk mencari jawaban tentang masa lalunya.Apa yang bisa dia ingat?Siapa orang tuanya?Dan di mana dia belajar berbicara bahasa Paus?,51.52,33.33,15.15,0.283094717540024,0.02644381085931448,0.4667253327466726,0.2868537207658767
